<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.10.08	11:52:00	6340.696	6340.928	6339.667	6340.820	31	0	167
2021.10.08	11:53:00	6340.715	6340.920	6340.164	6340.806	30	0	167
2021.10.08	11:54:00	6340.849	6340.849	6339.099	6339.099	30	0	167
2021.10.08	11:55:00	6338.904	6339.759	6338.500	6339.317	30	0	167
2021.10.08	11:56:00	6339.324	6340.116	6339.256	6339.485	30	0	167
2021.10.08	11:57:00	6339.585	6341.690	6339.503	6341.078	30	0	167
2021.10.08	11:58:00	6341.301	6341.659	6340.833	6341.128	30	0	167
2021.10.08	11:59:00	6340.803	6342.738	6340.675	6342.181	30	0	167
2021.10.08	12:00:00	6342.028	6342.697	6342.028	6342.391	30	0	167
2021.10.08	12:01:00	6342.425	6342.653	6340.824	6340.824	29	0	167
2021.10.08	12:02:00	6340.751	6341.908	6340.751	6341.364	30	0	167
2021.10.08	12:03:00	6341.636	6342.664	6341.636	6342.664	30	0	167
2021.10.08	12:04:00	6342.734	6343.227	6342.591	6342.966	30	0	167
2021.10.08	12:05:00	6342.835	6343.617	6342.619	6342.906	30	0	167
2021.10.08	12:06:00	6342.967	6343.175	6341.830	6341.970	30	0	167
2021.10.08	12:07:00	6341.689	6342.109	6341.012	6341.595	29	0	167
2021.10.08	12:08:00	6341.480	6341.480	6340.480	6341.155	30	0	167
2021.10.08	12:09:00	6341.246	6342.647	6341.246	6341.985	30	0	167
2021.10.08	12:10:00	6341.996	6342.541	6341.856	6342.253	30	0	167
2021.10.08	12:11:00	6342.314	6342.972	6341.749	6342.229	30	0	167
2021.10.08	12:12:00	6342.353	6342.353	6340.337	6340.337	30	0	167
2021.10.08	12:13:00	6340.312	6340.749	6339.824	6340.680	28	0	167
2021.10.08	12:14:00	6340.840	6341.079	6340.679	6340.881	30	0	167
2021.10.08	12:15:00	6340.827	6342.449	6340.827	6342.293	30	0	167
2021.10.08	12:16:00	6342.487	6342.487	6341.277	6341.364	30	0	167
2021.10.08	12:17:00	6341.627	6341.652	6340.508	6340.508	30	0	167
2021.10.08	12:18:00	6340.495	6341.334	6340.495	6341.155	30	0	167
2021.10.08	12:19:00	6341.299	6342.343	6340.868	6342.343	30	0	167
2021.10.08	12:20:00	6342.523	6343.031	6341.950	6342.543	30	0	167
2021.10.08	12:21:00	6342.392	6342.539	6341.176	6341.524	30	0	167
2021.10.08	12:22:00	6341.523	6341.984	6341.307	6341.674	30	0	167
2021.10.08	12:23:00	6341.633	6342.485	6341.629	6342.262	30	0	167
2021.10.08	12:24:00	6342.339	6342.575	6341.345	6341.598	30	0	167
2021.10.08	12:25:00	6341.866	6342.013	6340.894	6340.937	30	0	167
2021.10.08	12:26:00	6340.798	6342.536	6340.798	6342.496	30	0	167
2021.10.08	12:27:00	6342.454	6344.081	6342.454	6343.960	30	0	167
2021.10.08	12:28:00	6344.195	6344.338	6343.152	6344.131	30	0	167
2021.10.08	12:29:00	6344.215	6344.382	6342.549	6342.744	30	0	167
2021.10.08	12:30:00	6342.947	6343.070	6341.698	6341.892	30	0	167
2021.10.08	12:31:00	6341.817	6341.817	6340.420	6340.541	30	0	167
2021.10.08	12:32:00	6340.695	6340.695	6339.562	6340.169	30	0	167
2021.10.08	12:33:00	6339.990	6339.990	6339.203	6339.915	30	0	167
2021.10.08	12:34:00	6339.995	6340.818	6339.727	6340.818	30	0	167
2021.10.08	12:35:00	6340.976	6342.389	6340.871	6341.924	30	0	167
2021.10.08	12:36:00	6342.025	6343.055	6341.829	6342.228	30	0	167
2021.10.08	12:37:00	6342.401	6342.935	6342.080	6342.935	30	0	167
2021.10.08	12:38:00	6343.094	6343.917	6343.053	6343.462	30	0	167
2021.10.08	12:39:00	6343.674	6344.511	6343.442	6343.911	30	0	167
2021.10.08	12:40:00	6344.135	6344.755	6343.725	6344.474	30	0	167
2021.10.08	12:41:00	6344.523	6344.859	6344.079	6344.594	30	0	167
2021.10.08	12:42:00	6344.741	6345.824	6344.584	6345.824	30	0	167
2021.10.08	12:43:00	6345.727	6347.243	6345.563	6347.243	29	0	167
2021.10.08	12:44:00	6347.182	6348.014	6347.182	6347.957	30	0	167
2021.10.08	12:45:00	6348.002	6348.424	6347.368	6347.598	30	0	167
2021.10.08	12:46:00	6347.598	6348.162	6347.265	6348.116	30	0	167
2021.10.08	12:47:00	6348.349	6349.051	6347.562	6349.051	30	0	167
2021.10.08	12:48:00	6348.864	6349.823	6348.831	6349.823	30	0	167
2021.10.08	12:49:00	6349.830	6349.976	6349.143	6349.653	30	0	167
2021.10.08	12:50:00	6349.736	6349.736	6348.671	6349.067	30	0	167
2021.10.08	12:51:00	6349.052	6349.647	6348.710	6349.376	30	0	167
2021.10.08	12:52:00	6349.690	6349.690	6348.035	6348.178	30	0	167
2021.10.08	12:53:00	6348.322	6348.888	6347.946	6348.139	30	0	167
2021.10.08	12:54:00	6348.211	6349.591	6347.989	6349.591	30	0	167
2021.10.08	12:55:00	6349.495	6349.645	6348.784	6348.784	30	0	167
2021.10.08	12:56:00	6348.987	6349.571	6348.987	6349.140	29	0	167
2021.10.08	12:57:00	6349.081	6349.477	6348.594	6349.477	30	0	167
2021.10.08	12:58:00	6349.548	6349.629	6348.213	6348.305	30	0	167
2021.10.08	12:59:00	6348.450	6348.691	6347.823	6347.870	29	0	167
2021.10.08	13:00:00	6347.776	6349.504	6347.674	6349.185	30	0	167
2021.10.08	13:01:00	6349.247	6350.099	6349.061	6349.845	30	0	167
2021.10.08	13:02:00	6349.626	6349.626	6348.311	6348.956	30	0	167
2021.10.08	13:03:00	6349.066	6349.066	6347.261	6347.261	30	0	167
2021.10.08	13:04:00	6347.289	6347.702	6346.903	6346.903	30	0	167
2021.10.08	13:05:00	6346.890	6347.641	6346.733	6346.825	30	0	167
2021.10.08	13:06:00	6347.000	6347.830	6346.771	6347.386	30	0	167
2021.10.08	13:07:00	6347.296	6348.641	6347.296	6348.450	30	0	167
2021.10.08	13:08:00	6348.469	6349.067	6347.931	6349.067	29	0	167
2021.10.08	13:09:00	6349.224	6351.038	6349.187	6350.939	30	0	167
2021.10.08	13:10:00	6351.049	6351.985	6350.754	6351.929	30	0	167
2021.10.08	13:11:00	6351.961	6352.637	6351.695	6352.471	30	0	167
2021.10.08	13:12:00	6352.443	6353.905	6352.396	6352.844	30	0	167
2021.10.08	13:13:00	6352.603	6353.016	6352.343	6352.343	30	0	167
2021.10.08	13:14:00	6352.537	6352.712	6351.015	6351.199	30	0	167
2021.10.08	13:15:00	6350.750	6350.997	6350.424	6350.715	30	0	167
2021.10.08	13:16:00	6351.008	6352.680	6351.008	6351.784	30	0	167
2021.10.08	13:17:00	6351.436	6351.436	6350.041	6350.931	30	0	167
2021.10.08	13:18:00	6351.014	6352.677	6350.998	6352.012	29	0	167
2021.10.08	13:19:00	6351.961	6352.422	6351.748	6352.221	30	0	167
2021.10.08	13:20:00	6352.226	6353.304	6352.176	6353.304	30	0	167
2021.10.08	13:21:00	6353.330	6354.034	6353.155	6353.412	30	0	167
2021.10.08	13:22:00	6353.398	6354.944	6353.398	6354.889	30	0	167
2021.10.08	13:23:00	6354.874	6355.097	6353.679	6353.750	29	0	167
2021.10.08	13:24:00	6353.777	6354.357	6353.533	6354.058	30	0	167
2021.10.08	13:25:00	6354.064	6354.960	6353.750	6353.917	30	0	167
2021.10.08	13:26:00	6353.919	6353.919	6352.863	6353.141	30	0	167
2021.10.08	13:27:00	6353.339	6354.330	6353.316	6354.330	30	0	167
2021.10.08	13:28:00	6353.971	6354.290	6353.746	6354.190	29	0	167
2021.10.08	13:29:00	6354.425	6354.794	6353.847	6354.052	30	0	167
2021.10.08	13:30:00	6354.151	6354.151	6352.382	6352.390	30	0	167
2021.10.08	13:31:00	6352.441	6352.494	6351.385	6351.517	30	0	167
2021.10.08	13:32:00	6351.546	6352.980	6351.214	6352.498	30	0	167
2021.10.08	13:33:00	6352.611	6352.834	6351.116	6352.355	30	0	167
2021.10.08	13:34:00	6352.197	6352.197	6350.586	6350.979	30	0	167
2021.10.08	13:35:00	6351.184	6352.613	6351.140	6352.231	30	0	167
2021.10.08	13:36:00	6352.492	6352.972	6351.087	6351.315	30	0	167
2021.10.08	13:37:00	6351.177	6351.568	6350.495	6351.144	30	0	167
2021.10.08	13:38:00	6351.090	6351.442	6349.611	6349.950	30	0	167
2021.10.08	13:39:00	6349.905	6351.628	6349.905	6351.628	30	0	167
2021.10.08	13:40:00	6351.656	6353.264	6351.462	6352.753	30	0	167
2021.10.08	13:41:00	6353.011	6353.965	6353.003	6353.301	30	0	167
2021.10.08	13:42:00	6353.103	6353.382	6351.866	6352.095	30	0	167
2021.10.08	13:43:00	6352.054	6352.915	6351.304	6352.915	30	0	167
2021.10.08	13:44:00	6353.125	6353.125	6352.409	6352.496	30	0	167
2021.10.08	13:45:00	6352.460	6352.540	6351.513	6352.239	30	0	167
2021.10.08	13:46:00	6352.062	6353.314	6351.981	6353.314	30	0	167
2021.10.08	13:47:00	6353.443	6355.165	6353.443	6354.569	30	0	167
2021.10.08	13:48:00	6354.666	6354.674	6353.122	6353.591	30	0	167
2021.10.08	13:49:00	6353.703	6354.269	6353.006	6353.006	29	0	167
2021.10.08	13:50:00	6353.169	6353.169	6352.297	6352.604	30	0	167
2021.10.08	13:51:00	6352.535	6353.746	6352.535	6353.619	30	0	167
2021.10.08	13:52:00	6353.555	6355.651	6353.555	6355.386	30	0	167
2021.10.08	13:53:00	6355.612	6355.612	6353.531	6354.076	30	0	167
2021.10.08	13:54:00	6354.081	6354.819	6353.906	6354.588	29	0	167
2021.10.08	13:55:00	6354.958	6355.976	6354.834	6355.779	29	0	167
2021.10.08	13:56:00	6355.555	6356.497	6355.469	6356.497	30	0	167
2021.10.08	13:57:00	6356.429	6357.229	6356.408	6356.889	30	0	167
2021.10.08	13:58:00	6356.841	6356.973	6355.323	6355.529	30	0	167
2021.10.08	13:59:00	6355.635	6356.325	6355.178	6355.328	30	0	167
2021.10.08	14:00:00	6355.467	6356.956	6355.240	6356.956	30	0	167
2021.10.08	14:01:00	6356.954	6357.977	6356.954	6357.577	30	0	167
2021.10.08	14:02:00	6357.748	6357.965	6356.594	6357.064	30	0	167
2021.10.08	14:03:00	6356.819	6357.618	6356.706	6356.862	30	0	167
2021.10.08	14:04:00	6356.958	6357.216	6356.388	6356.388	30	0	167
2021.10.08	14:05:00	6356.255	6357.453	6356.106	6357.261	30	0	167
2021.10.08	14:06:00	6357.464	6358.002	6357.052	6357.105	30	0	167
2021.10.08	14:07:00	6357.272	6357.568	6356.994	6357.096	30	0	167
2021.10.08	14:08:00	6357.160	6357.897	6356.755	6357.123	30	0	167
2021.10.08	14:09:00	6357.206	6357.888	6356.762	6356.927	30	0	167
2021.10.08	14:10:00	6356.809	6358.081	6356.679	6356.849	30	0	167
2021.10.08	14:11:00	6357.045	6357.045	6355.387	6355.458	30	0	167
2021.10.08	14:12:00	6355.394	6356.754	6355.365	6355.740	30	0	167
2021.10.08	14:13:00	6356.020	6356.072	6355.411	6355.573	30	0	167
2021.10.08	14:14:00	6355.495	6357.142	6355.224	6357.142	30	0	167
2021.10.08	14:15:00	6357.370	6358.078	6357.151	6358.078	30	0	167
2021.10.08	14:16:00	6358.147	6358.370	6357.351	6357.922	30	0	167
2021.10.08	14:17:00	6357.953	6358.476	6357.719	6357.955	30	0	167
2021.10.08	14:18:00	6357.645	6358.317	6357.258	6357.947	30	0	167
2021.10.08	14:19:00	6357.815	6357.815	6355.978	6356.546	30	0	167
2021.10.08	14:20:00	6356.597	6356.902	6356.178	6356.299	30	0	167
2021.10.08	14:21:00	6356.255	6356.354	6355.709	6355.811	30	0	167
2021.10.08	14:22:00	6355.763	6356.860	6355.722	6356.860	30	0	167
2021.10.08	14:23:00	6356.964	6357.826	6356.944	6357.212	30	0	167
2021.10.08	14:24:00	6357.180	6358.086	6357.180	6357.513	30	0	167
2021.10.08	14:25:00	6357.700	6357.789	6356.932	6357.119	30	0	167
2021.10.08	14:26:00	6357.033	6357.182	6356.025	6356.978	30	0	167
2021.10.08	14:27:00	6356.915	6357.146	6356.052	6356.052	30	0	167
2021.10.08	14:28:00	6356.125	6357.321	6355.836	6356.140	30	0	167
2021.10.08	14:29:00	6355.997	6356.694	6355.336	6356.249	30	0	167
2021.10.08	14:30:00	6356.193	6356.222	6355.137	6356.116	30	0	167
2021.10.08	14:31:00	6355.888	6356.423	6355.057	6356.316	30	0	167
2021.10.08	14:32:00	6356.367	6356.858	6356.012	6356.321	30	0	167
2021.10.08	14:33:00	6356.367	6357.502	6356.367	6357.431	29	0	167
2021.10.08	14:34:00	6357.661	6357.661	6356.816	6357.153	30	0	167
2021.10.08	14:35:00	6357.125	6357.677	6356.888	6357.116	30	0	167
2021.10.08	14:36:00	6357.308	6358.150	6357.100	6357.230	30	0	167
2021.10.08	14:37:00	6357.329	6357.825	6356.771	6357.791	30	0	167
2021.10.08	14:38:00	6357.976	6357.976	6357.095	6357.095	29	0	167
2021.10.08	14:39:00	6357.288	6358.277	6357.288	6358.277	30	0	167
2021.10.08	14:40:00	6358.658	6359.528	6358.321	6359.376	30	0	167
2021.10.08	14:41:00	6359.328	6359.471	6358.223	6358.301	30	0	167
2021.10.08	14:42:00	6358.301	6358.301	6357.303	6357.375	30	0	167
2021.10.08	14:43:00	6357.310	6358.383	6357.032	6357.195	30	0	167
2021.10.08	14:44:00	6357.148	6357.261	6355.306	6355.306	30	0	167
2021.10.08	14:45:00	6355.214	6355.879	6355.034	6355.677	30	0	167
2021.10.08	14:46:00	6355.572	6356.415	6355.343	6356.415	30	0	167
2021.10.08	14:47:00	6356.284	6358.177	6356.284	6357.672	30	0	167
2021.10.08	14:48:00	6357.864	6358.742	6357.541	6358.269	30	0	167
2021.10.08	14:49:00	6358.560	6360.510	6358.560	6360.406	30	0	167
2021.10.08	14:50:00	6360.312	6360.992	6360.079	6360.585	30	0	167
2021.10.08	14:51:00	6360.518	6360.662	6359.948	6360.176	30	0	167
2021.10.08	14:52:00	6360.489	6361.518	6360.260	6361.345	30	0	167
2021.10.08	14:53:00	6361.622	6362.208	6361.504	6362.054	30	0	167
2021.10.08	14:54:00	6361.972	6361.972	6360.662	6361.483	30	0	167
2021.10.08	14:55:00	6361.691	6362.234	6361.409	6362.184	30	0	167
2021.10.08	14:56:00	6362.307	6362.713	6361.666	6361.760	30	0	167
2021.10.08	14:57:00	6361.564	6361.920	6361.094	6361.094	30	0	167
2021.10.08	14:58:00	6361.438	6362.088	6360.718	6360.771	30	0	167
2021.10.08	14:59:00	6360.964	6361.737	6360.774	6361.103	30	0	167
2021.10.08	15:00:00	6361.062	6361.062	6360.123	6360.123	30	0	167
2021.10.08	15:01:00	6360.216	6360.705	6359.749	6360.423	30	0	167
2021.10.08	15:02:00	6360.316	6360.562	6359.135	6359.710	29	0	167
2021.10.08	15:03:00	6359.765	6361.703	6359.752	6360.388	30	0	167
2021.10.08	15:04:00	6360.230	6361.409	6360.162	6360.853	30	0	167
2021.10.08	15:05:00	6361.084	6361.438	6360.512	6361.057	30	0	167
2021.10.08	15:06:00	6360.974	6360.974	6359.871	6360.234	30	0	167
2021.10.08	15:07:00	6360.373	6360.715	6359.018	6359.797	30	0	167
2021.10.08	15:08:00	6360.050	6360.050	6359.007	6359.779	30	0	167
2021.10.08	15:09:00	6359.928	6360.870	6359.696	6360.865	30	0	167
2021.10.08	15:10:00	6360.984	6361.169	6360.490	6360.560	30	0	167
2021.10.08	15:11:00	6360.584	6361.382	6360.309	6361.282	30	0	167
2021.10.08	15:12:00	6361.412	6362.322	6361.233	6361.364	29	0	167
2021.10.08	15:13:00	6361.310	6361.817	6360.859	6361.089	30	0	167
2021.10.08	15:14:00	6360.908	6361.556	6360.270	6361.421	30	0	167
2021.10.08	15:15:00	6361.294	6362.706	6361.254	6362.532	30	0	167
2021.10.08	15:16:00	6362.371	6363.328	6362.349	6363.040	30	0	167
2021.10.08	15:17:00	6363.171	6363.318	6362.803	6362.903	30	0	167
2021.10.08	15:18:00	6363.220	6363.880	6363.164	6363.164	30	0	167
2021.10.08	15:19:00	6363.276	6363.879	6363.173	6363.578	30	0	167
2021.10.08	15:20:00	6363.558	6363.558	6362.755	6362.834	30	0	167
2021.10.08	15:21:00	6362.802	6364.145	6362.413	6362.484	30	0	167
2021.10.08	15:22:00	6362.789	6364.888	6362.789	6364.888	30	0	167
2021.10.08	15:23:00	6364.883	6365.397	6364.210	6365.311	29	0	167
2021.10.08	15:24:00	6365.406	6366.139	6365.106	6365.852	30	0	167
2021.10.08	15:25:00	6365.949	6366.415	6365.042	6365.042	30	0	167
2021.10.08	15:26:00	6364.943	6366.088	6364.477	6365.868	30	0	167
2021.10.08	15:27:00	6365.927	6365.927	6364.431	6365.000	30	0	167
2021.10.08	15:28:00	6364.932	6365.703	6364.749	6365.515	30	0	167
2021.10.08	15:29:00	6365.591	6366.059	6365.048	6365.661	30	0	167
2021.10.08	15:30:00	6365.946	6367.123	6365.828	6366.538	30	0	167
2021.10.08	15:31:00	6366.734	6367.427	6366.606	6367.098	30	0	167
2021.10.08	15:32:00	6367.034	6367.199	6366.259	6366.621	30	0	167
2021.10.08	15:33:00	6366.431	6366.431	6365.088	6365.803	30	0	167
2021.10.08	15:34:00	6365.408	6365.665	6365.158	6365.572	30	0	167
2021.10.08	15:35:00	6365.254	6365.541	6364.283	6364.539	30	0	167
2021.10.08	15:36:00	6364.168	6364.168	6363.380	6363.485	30	0	167
2021.10.08	15:37:00	6363.710	6363.965	6362.595	6362.783	30	0	167
2021.10.08	15:38:00	6362.638	6363.223	6362.357	6362.793	30	0	167
2021.10.08	15:39:00	6362.966	6362.966	6361.172	6361.570	30	0	167
2021.10.08	15:40:00	6361.632	6361.632	6360.375	6360.561	30	0	167
2021.10.08	15:41:00	6360.742	6361.359	6360.347	6360.749	30	0	167
2021.10.08	15:42:00	6360.663	6361.050	6360.081	6361.042	30	0	167
2021.10.08	15:43:00	6361.173	6361.628	6360.701	6361.358	30	0	167
2021.10.08	15:44:00	6361.094	6361.271	6360.165	6360.759	30	0	167
2021.10.08	15:45:00	6360.696	6361.528	6359.299	6359.680	30	0	167
2021.10.08	15:46:00	6359.708	6359.720	6359.074	6359.313	30	0	167
2021.10.08	15:47:00	6359.364	6359.927	6358.901	6359.696	30	0	167
2021.10.08	15:48:00	6359.922	6360.604	6359.656	6359.876	30	0	167
2021.10.08	15:49:00	6359.665	6360.560	6359.269	6360.560	30	0	167
2021.10.08	15:50:00	6360.422	6361.213	6359.905	6361.140	30	0	167
2021.10.08	15:51:00	6361.051	6362.345	6361.051	6362.345	30	0	167
2021.10.08	15:52:00	6362.282	6363.063	6361.877	6363.063	30	0	167
2021.10.08	15:53:00	6362.926	6363.392	6362.745	6363.274	30	0	167
2021.10.08	15:54:00	6363.700	6363.754	6362.513	6362.544	29	0	167
2021.10.08	15:55:00	6362.510	6362.627	6361.016	6361.458	30	0	167
2021.10.08	15:56:00	6361.581	6362.601	6361.557	6362.601	30	0	167
2021.10.08	15:57:00	6362.705	6362.755	6361.362	6361.634	30	0	167
2021.10.08	15:58:00	6361.634	6361.904	6360.961	6361.706	30	0	167
2021.10.08	15:59:00	6361.641	6361.922	6360.940	6361.176	28	0	167
2021.10.08	16:00:00	6360.887	6362.163	6360.817	6362.162	30	0	167
2021.10.08	16:01:00	6362.561	6362.561	6361.168	6361.768	30	0	167
2021.10.08	16:02:00	6361.660	6361.660	6360.473	6360.712	30	0	167
2021.10.08	16:03:00	6360.822	6360.822	6360.033	6360.091	30	0	167
2021.10.08	16:04:00	6360.161	6360.458	6359.603	6359.603	30	0	167
2021.10.08	16:05:00	6359.541	6360.117	6359.023	6359.866	30	0	167
2021.10.08	16:06:00	6359.427	6360.266	6359.121	6360.115	30	0	167
2021.10.08	16:07:00	6360.123	6360.382	6358.265	6358.265	30	0	167
2021.10.08	16:08:00	6358.340	6358.340	6357.175	6357.690	30	0	167
2021.10.08	16:09:00	6357.520	6358.262	6357.349	6357.374	30	0	167
2021.10.08	16:10:00	6357.214	6357.902	6357.183	6357.556	30	0	167
2021.10.08	16:11:00	6357.252	6357.662	6356.273	6356.277	30	0	167
2021.10.08	16:12:00	6356.379	6356.379	6355.287	6355.752	30	0	167
2021.10.08	16:13:00	6355.621	6356.328	6354.569	6355.994	30	0	167
2021.10.08	16:14:00	6355.872	6355.872	6354.975	6355.486	29	0	167
2021.10.08	16:15:00	6355.546	6356.099	6355.101	6355.380	30	0	167
2021.10.08	16:16:00	6355.293	6355.729	6354.851	6355.544	30	0	167
2021.10.08	16:17:00	6355.336	6355.336	6353.828	6353.957	30	0	167
2021.10.08	16:18:00	6354.001	6354.084	6352.985	6354.013	30	0	167
2021.10.08	16:19:00	6353.919	6354.296	6353.244	6354.054	29	0	167
2021.10.08	16:20:00	6354.162	6354.534	6353.531	6354.534	30	0	167
2021.10.08	16:21:00	6354.914	6355.228	6354.122	6354.470	29	0	167
2021.10.08	16:22:00	6354.354	6354.354	6353.023	6354.210	29	0	167
2021.10.08	16:23:00	6354.152	6355.054	6353.446	6354.325	30	0	167
2021.10.08	16:24:00	6354.307	6354.346	6353.766	6354.127	30	0	167
2021.10.08	16:25:00	6354.290	6354.380	6353.508	6354.164	30	0	167
2021.10.08	16:26:00	6353.774	6353.823	6352.386	6353.330	30	0	167
2021.10.08	16:27:00	6353.422	6353.781	6352.801	6353.601	30	0	167
2021.10.08	16:28:00	6353.746	6353.832	6353.159	6353.167	30	0	167
2021.10.08	16:29:00	6353.386	6353.386	6352.266	6352.304	30	0	167
2021.10.08	16:30:00	6352.314	6353.118	6352.119	6352.913	30	0	167
2021.10.08	16:31:00	6353.047	6354.277	6353.047	6354.277	29	0	167
2021.10.08	16:32:00	6353.988	6355.825	6353.988	6355.438	30	0	167
2021.10.08	16:33:00	6355.061	6356.088	6354.889	6355.302	30	0	167
2021.10.08	16:34:00	6355.157	6355.596	6353.538	6353.915	30	0	167
2021.10.08	16:35:00	6354.236	6356.483	6354.236	6356.117	30	0	167
2021.10.08	16:36:00	6356.120	6356.592	6354.454	6354.856	30	0	167
2021.10.08	16:37:00	6354.557	6355.279	6354.362	6354.464	30	0	167
2021.10.08	16:38:00	6354.634	6356.020	6354.634	6355.808	30	0	167
2021.10.08	16:39:00	6355.854	6355.854	6354.960	6355.597	30	0	167
2021.10.08	16:40:00	6355.648	6356.450	6355.545	6356.146	29	0	167
2021.10.08	16:41:00	6355.832	6357.017	6355.786	6356.968	30	0	167
2021.10.08	16:42:00	6357.120	6357.800	6356.011	6356.011	30	0	167
2021.10.08	16:43:00	6356.086	6356.089	6355.296	6355.383	30	0	167
2021.10.08	16:44:00	6355.291	6355.666	6354.533	6355.614	30	0	167
2021.10.08	16:45:00	6355.657	6356.031	6354.402	6354.402	29	0	167
2021.10.08	16:46:00	6354.275	6354.462	6353.175	6353.175	30	0	167
2021.10.08	16:47:00	6353.438	6354.872	6353.154	6354.187	30	0	167
2021.10.08	16:48:00	6353.858	6354.348	6353.289	6353.571	29	0	167
2021.10.08	16:49:00	6353.488	6354.346	6353.171	6354.244	30	0	167
2021.10.08	16:50:00	6354.213	6354.286	6353.230	6353.452	30	0	167
2021.10.08	16:51:00	6353.416	6353.416	6351.788	6351.788	30	0	167
2021.10.08	16:52:00	6351.970	6353.073	6351.691	6351.969	30	0	167
2021.10.08	16:53:00	6351.968	6352.665	6351.347	6351.910	30	0	167
2021.10.08	16:54:00	6352.353	6352.764	6351.642	6352.666	30	0	167
2021.10.08	16:55:00	6352.470	6352.528	6351.124	6351.608	29	0	167
2021.10.08	16:56:00	6351.370	6352.586	6351.327	6352.300	30	0	167
2021.10.08	16:57:00	6352.385	6352.385	6350.643	6350.826	30	0	167
2021.10.08	16:58:00	6350.731	6351.184	6350.069	6350.124	30	0	167
2021.10.08	16:59:00	6350.174	6350.907	6350.022	6350.022	30	0	167
2021.10.08	17:00:00	6350.299	6350.753	6349.615	6350.187	30	0	167
2021.10.08	17:01:00	6350.072	6350.228	6348.571	6348.571	30	0	167
2021.10.08	17:02:00	6348.367	6348.476	6347.820	6348.309	30	0	167
2021.10.08	17:03:00	6348.425	6348.543	6347.755	6348.082	30	0	167
2021.10.08	17:04:00	6348.180	6348.870	6348.130	6348.701	30	0	167
2021.10.08	17:05:00	6348.267	6348.267	6346.928	6347.856	30	0	167
2021.10.08	17:06:00	6347.901	6348.718	6347.556	6348.304	30	0	167
2021.10.08	17:07:00	6348.473	6348.473	6347.647	6348.289	30	0	167
2021.10.08	17:08:00	6348.458	6348.458	6347.080	6347.793	30	0	167
2021.10.08	17:09:00	6348.134	6348.343	6347.732	6348.084	30	0	167
2021.10.08	17:10:00	6347.850	6348.459	6347.686	6348.010	30	0	167
2021.10.08	17:11:00	6347.839	6348.831	6347.798	6348.810	30	0	167
2021.10.08	17:12:00	6348.831	6349.026	6348.247	6348.526	30	0	167
2021.10.08	17:13:00	6348.526	6349.085	6348.189	6349.085	30	0	167
2021.10.08	17:14:00	6348.763	6349.923	6348.763	6349.892	30	0	167
2021.10.08	17:15:00	6349.904	6350.372	6349.403	6350.372	30	0	167
2021.10.08	17:16:00	6350.360	6350.531	6348.769	6349.295	29	0	167
2021.10.08	17:17:00	6349.411	6350.135	6349.292	6349.692	30	0	167
2021.10.08	17:18:00	6349.731	6350.415	6349.250	6349.333	30	0	167
2021.10.08	17:19:00	6349.190	6349.356	6348.500	6348.738	30	0	167
2021.10.08	17:20:00	6348.784	6349.147	6348.136	6348.190	30	0	167
2021.10.08	17:21:00	6348.216	6349.138	6348.216	6349.023	28	0	167
2021.10.08	17:22:00	6348.779	6349.418	6348.312	6348.678	30	0	167
2021.10.08	17:23:00	6348.703	6349.389	6348.062	6348.327	30	0	167
2021.10.08	17:24:00	6348.072	6348.129	6347.027	6347.209	30	0	167
2021.10.08	17:25:00	6347.295	6348.139	6346.765	6346.875	30	0	167
2021.10.08	17:26:00	6346.918	6347.797	6346.578	6347.609	30	0	167
2021.10.08	17:27:00	6347.352	6347.444	6346.582	6346.908	30	0	167
2021.10.08	17:28:00	6347.066	6347.305	6346.543	6347.203	30	0	167
2021.10.08	17:29:00	6347.208	6347.208	6345.844	6346.279	30	0	167
2021.10.08	17:30:00	6345.909	6347.182	6345.897	6346.810	30	0	167
2021.10.08	17:31:00	6346.982	6346.982	6345.940	6346.827	30	0	167
2021.10.08	17:32:00	6347.100	6347.173	6346.162	6347.173	29	0	167
2021.10.08	17:33:00	6347.174	6348.270	6347.174	6347.317	29	0	167
2021.10.08	17:34:00	6347.191	6347.822	6347.191	6347.382	30	0	167
2021.10.08	17:35:00	6347.394	6347.498	6346.608	6346.977	30	0	167
2021.10.08	17:36:00	6346.920	6347.781	6346.785	6347.053	30	0	167
2021.10.08	17:37:00	6346.887	6347.708	6346.431	6346.589	30	0	167
2021.10.08	17:38:00	6346.743	6347.494	6346.483	6346.519	30	0	167
2021.10.08	17:39:00	6346.457	6347.816	6346.457	6347.812	30	0	167
2021.10.08	17:40:00	6347.812	6347.818	6347.014	6347.403	30	0	167
2021.10.08	17:41:00	6347.428	6349.494	6347.428	6349.258	30	0	167
2021.10.08	17:42:00	6349.350	6350.673	6349.094	6350.667	30	0	167
2021.10.08	17:43:00	6350.562	6351.024	6350.361	6350.714	30	0	167
2021.10.08	17:44:00	6350.738	6350.885	6350.022	6350.565	30	0	167
2021.10.08	17:45:00	6350.783	6351.412	6350.540	6351.100	30	0	167
2021.10.08	17:46:00	6351.124	6352.376	6351.048	6352.376	30	0	167
2021.10.08	17:47:00	6352.380	6352.478	6351.329	6351.610	30	0	167
2021.10.08	17:48:00	6351.649	6351.866	6351.094	6351.697	30	0	167
